traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
198,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.253324e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
199,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25387939e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
200,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25443478e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
201,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25499044e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
202,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25554583e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
203,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25610122e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
204,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25665689e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
205,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25721228e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
206,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25776767e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
207,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25832333e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
208,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.258879e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
209,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25943439e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
210,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.25999006e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
211,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26054572e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
212,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26110111e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
213,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26165678e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
214,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26221244e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
215,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26276811e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
216,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26332378e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
217,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26387972e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
218,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26443539e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
219,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26499106e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
220,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26554672e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
221,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26610267e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
222,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26665833e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
223,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26721428e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
224,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26776994e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
225,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26832589e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
226,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26888183e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
227,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2694375e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
228,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.26999344e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
229,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27054939e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
230,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27110533e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
231,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27166128e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
232,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27221722e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
233,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27277316e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
234,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27332939e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
235,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27388533e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
236,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27444127e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
237,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2749975e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
238,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27555344e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
239,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27610966e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
240,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27666561e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
241,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27722183e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
242,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27777805e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
243,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27833427e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
244,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27889021e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
245,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.27944644e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
246,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28000266e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
247,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28055888e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
248,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28111538e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
249,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2816716e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
250,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28222782e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
251,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28278404e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
252,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28334054e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
253,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28389677e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
254,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28445326e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
255,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28500949e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
256,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28556599e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
257,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28612221e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
258,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28667871e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
259,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28723521e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
260,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.28779171e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
261,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2883482e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
262,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2889047e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
263,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2894612e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
264,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2900177e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
265,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2905742e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
266,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.2911307e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
267,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29168748e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
268,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29224398e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
269,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29280048e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
270,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29335725e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
271,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29391403e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
272,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29447053e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
273,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29502731e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
274,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29558408e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
275,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29614058e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
276,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29669736e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
277,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29725414e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
278,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29781091e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
279,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29836769e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
280,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29892474e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
281,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.29948152e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
282,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3000383e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
283,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30059508e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
284,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30115213e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
285,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30170891e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
286,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30226596e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
287,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30282274e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
288,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30337979e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
289,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30393685e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
290,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30449362e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
291,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30505068e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
292,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30560773e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
293,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30616479e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
294,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30672184e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
295,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3072789e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
296,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30783595e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
297,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.308393e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
298,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30895034e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
299,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.30950739e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
300,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31006444e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
301,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31062178e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
302,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31117883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
303,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31173616e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
304,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3122935e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
305,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31285055e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
306,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31340788e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
307,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31396521e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
308,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31452255e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
309,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31507988e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
310,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31563721e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
311,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31619454e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
312,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31675187e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
313,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31730921e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
314,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31786654e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
315,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31842415e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
316,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31898148e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
317,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.31953909e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
318,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32009642e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
319,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32065403e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
320,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32121136e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
321,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32176897e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
322,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32232658e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
323,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32288419e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
324,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3234418e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
325,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32399913e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
326,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32455702e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
327,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32511463e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
328,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32567224e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
329,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32622985e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
330,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32678746e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
331,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32734534e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
332,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32790295e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
333,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32846056e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
334,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32901845e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
335,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.32957606e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
336,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33013395e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
337,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33069183e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
338,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33124972e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
339,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33180733e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
340,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33236522e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
341,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3329231e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
342,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33348099e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
343,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33403888e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
344,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33459677e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
345,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33515493e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
346,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33571282e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
347,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3362707e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
348,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33682887e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
349,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33738676e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
350,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33794492e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
351,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33850281e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
352,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33906097e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
353,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.33961886e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
354,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34017702e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
355,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34073519e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
356,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34129335e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
357,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34185152e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
358,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34240968e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
359,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34296785e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
360,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34352601e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
361,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34408418e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
362,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34464234e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
363,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34520078e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
364,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34575895e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
365,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34631739e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
366,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34687555e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
367,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.347434e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
368,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34799216e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
369,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3485506e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
370,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34910905e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
371,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.34966749e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
372,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35022565e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
373,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35078409e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
374,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35134254e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
375,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35190098e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
376,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3524597e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
377,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35301814e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
378,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35357658e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
379,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35413503e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
380,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35469375e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
381,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35525219e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
382,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35581091e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
383,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35636935e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
384,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35692807e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
385,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35748651e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
386,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35804523e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
387,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35860395e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
388,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35916267e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
389,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.35972139e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
390,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36028011e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
391,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36083883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
392,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36139755e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
393,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36195627e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
394,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36251499e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
395,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36307371e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
396,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36363271e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
