traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
198,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7043745e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
199,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437506e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
200,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437561e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
201,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437589e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
202,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437645e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
203,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.704377e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
204,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437756e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
205,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437811e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
206,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437867e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
207,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437922e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
208,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70437978e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
209,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438033e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
210,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438061e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
211,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438116e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
212,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438172e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
213,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438227e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
214,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438283e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
215,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438338e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
216,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438394e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
217,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438449e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
218,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438477e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
219,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438533e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
220,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438588e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
221,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438644e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
222,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438699e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
223,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438755e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
224,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7043881e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
225,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438866e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
226,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438921e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
227,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70438949e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
228,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439005e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
229,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7043906e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
230,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439116e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
231,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439171e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
232,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439227e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
233,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439282e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
234,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439338e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
235,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439365e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
236,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439421e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
237,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439476e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
238,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439532e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
239,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439587e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
240,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439643e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
241,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439698e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
242,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439754e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
243,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439809e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
244,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439837e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
245,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439893e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
246,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70439948e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
247,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440004e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
248,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440059e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
249,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440115e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
250,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044017e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
251,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440226e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
252,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440281e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
253,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440309e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
254,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440365e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
255,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044042e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
256,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440476e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
257,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440531e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
258,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440587e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
259,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440642e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
260,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440698e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
261,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440725e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
262,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440781e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
263,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440836e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
264,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440892e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
265,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70440947e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
266,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441003e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
267,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441058e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
268,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441114e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
269,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441169e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
270,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441197e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
271,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441253e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
272,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441308e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
273,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441364e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
274,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441419e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
275,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441475e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
276,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044153e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
277,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441586e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
278,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441614e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
279,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441669e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
280,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441725e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
281,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044178e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
282,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441836e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
283,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441891e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
284,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70441947e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
285,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442002e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
286,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442058e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
287,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442085e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
288,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442141e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
289,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442196e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
290,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442252e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
291,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442307e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
292,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442363e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
293,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442418e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
294,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442474e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
295,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442502e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
296,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442557e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
297,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442613e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
298,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442668e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
299,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442724e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
300,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442779e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
301,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442835e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
302,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044289e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
303,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442946e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
304,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70442974e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
305,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443029e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
306,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443085e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
307,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044314e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
308,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443196e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
309,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443251e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
310,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443307e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
311,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443362e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
312,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443418e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
313,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443445e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
314,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443501e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
315,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443556e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
316,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443612e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
317,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443667e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
318,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443723e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
319,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443778e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
320,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443834e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
321,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443862e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
322,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443917e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
323,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70443973e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
324,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444028e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
325,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444084e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
326,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444139e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
327,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444195e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
328,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044425e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
329,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444306e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
330,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444334e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
331,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444389e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
332,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444445e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
333,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.704445e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
334,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444556e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
335,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444611e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
336,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444667e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
337,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444722e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
338,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044475e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
339,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444805e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
340,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444861e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
341,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444916e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
342,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70444972e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
343,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445027e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
344,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445083e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
345,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445139e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
346,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445194e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
347,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445222e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
348,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445277e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
349,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445333e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
350,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445388e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
351,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445444e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
352,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445499e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
353,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445555e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
354,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044561e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
355,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445638e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
356,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445694e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
357,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445749e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
358,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445805e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
359,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044586e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
360,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445916e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
361,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70445971e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
362,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446027e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
363,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446082e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
364,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044611e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
365,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446165e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
366,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446221e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
367,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446276e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
368,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446332e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
369,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446388e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
370,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446443e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
371,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446499e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
372,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446554e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
373,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446582e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
374,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446637e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
375,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446693e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
376,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446748e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
377,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446804e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
378,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446859e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
379,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446915e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
380,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044697e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
381,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70446998e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
382,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447054e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
383,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447109e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
384,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447165e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
385,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044722e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
386,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447276e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
387,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447331e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
388,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447387e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
389,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447442e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
390,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044747e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
391,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447525e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
392,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447581e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
393,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447637e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
394,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447692e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
395,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447748e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
396,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447803e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
