traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
296,0,0,0,0,0,0,0,0,1.40129846e-45,7.50365265e-13,0.00100000005,0,0,0,0
297,0,0,0,0,1.40129846e-45,7.50378438e-13,0.00100000005,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.50404838e-13,0.00100000005,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,7.50444357e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
301,0,0,0,0,0,0,0,7.50470758e-13,0.00100000005,0,0,0,0,0,0
302,0,0,1.40129846e-45,7.50483931e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.50510277e-13,0.00100000005,0,0,0
304,0,0,0,0,0,1.40129846e-45,7.50523504e-13,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.5054985e-13,0.00100000005
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1.40129846e-45,7.50589424e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,1.40129846e-45,7.5061577e-13,0.00100000005,0,0,0,0,0
309,0,0,0,1.40129846e-45,7.50628943e-13,0.00100000005,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.50655343e-13,0.00100000005,0,0
311,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
312,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.50694916e-13
313,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
314,0,1.40129846e-45,7.50734436e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,1.40129846e-45,7.50760836e-13,0.00100000005,0,0,0,0
316,0,0,0,0,1.40129846e-45,7.50774009e-13,0.00100000005,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.50800409e-13,0.00100000005,0
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,7.50839983e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
320,0,0,0,0,0,0,0,7.50866383e-13,0.00100000005,0,0,0,0,0,0
321,0,0,1.40129846e-45,7.50879556e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.50905956e-13,0.00100000005,0,0,0
323,0,0,0,0,0,1.40129846e-45,7.50919129e-13,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.5094553e-13,0.00100000005
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1.40129846e-45,7.50985103e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,1.40129846e-45,7.51011449e-13,0.00100000005,0,0,0,0,0
328,0,0,0,1.40129846e-45,7.51024676e-13,0.00100000005,0,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51051077e-13,0.00100000005,0,0
330,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
331,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.5109065e-13
332,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
333,0,1.40129846e-45,7.51130224e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,1.40129846e-45,7.51156624e-13,0.00100000005,0,0,0,0
335,0,0,0,0,1.40129846e-45,7.51169797e-13,0.00100000005,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51196197e-13,0.00100000005,0
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,7.51235771e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
339,0,0,0,0,0,0,0,7.51262171e-13,0.00100000005,0,0,0,0,0,0
340,0,0,1.40129846e-45,7.51275398e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51301799e-13,0.00100000005,0,0,0
342,0,0,0,0,0,1.40129846e-45,7.51314972e-13,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51341372e-13,0.00100000005
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1.40129846e-45,7.51381e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,1.40129846e-45,7.514074e-13,0.00100000005,0,0,0,0,0
347,0,0,0,1.40129846e-45,7.51420573e-13,0.00100000005,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51446973e-13,0.00100000005,0,0
349,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
350,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51486601e-13
351,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
352,0,1.40129846e-45,7.51526174e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,1.40129846e-45,7.51552575e-13,0.00100000005,0,0,0,0
354,0,0,0,0,1.40129846e-45,7.51565802e-13,0.00100000005,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51592202e-13,0.00100000005,0
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,7.5163183e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
358,0,0,0,0,0,0,0,7.5165823e-13,0.00100000005,0,0,0,0,0,0
359,0,0,1.40129846e-45,7.51671403e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51697858e-13,0.00100000005,0,0,0
361,0,0,0,0,0,1.40129846e-45,7.51711031e-13,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51737431e-13,0.00100000005
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1.40129846e-45,7.51777059e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,1.40129846e-45,7.51803459e-13,0.00100000005,0,0,0,0,0
366,0,0,0,1.40129846e-45,7.51816686e-13,0.00100000005,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51843086e-13,0.00100000005,0,0
368,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
369,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51882714e-13
370,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
371,0,1.40129846e-45,7.51922342e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,1.40129846e-45,7.51948796e-13,0.00100000005,0,0,0,0
373,0,0,0,0,1.40129846e-45,7.51961969e-13,0.00100000005,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.51988424e-13,0.00100000005,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,7.52028051e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
377,0,0,0,0,0,0,0,7.52054452e-13,0.00100000005,0,0,0,0,0,0
378,0,0,1.40129846e-45,7.52067679e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52094079e-13,0.00100000005,0,0,0
380,0,0,0,0,0,1.40129846e-45,7.52107307e-13,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52133761e-13,0.00100000005
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1.40129846e-45,7.52173389e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,1.40129846e-45,7.52199789e-13,0.00100000005,0,0,0,0,0
385,0,0,0,1.40129846e-45,7.52213016e-13,0.00100000005,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52239471e-13,0.00100000005,0,0
387,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
388,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52279098e-13
389,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
390,0,1.40129846e-45,7.52318726e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,1.40129846e-45,7.52345181e-13,0.00100000005,0,0,0,0
392,0,0,0,0,1.40129846e-45,7.52358408e-13,0.00100000005,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52384808e-13,0.00100000005,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,7.5242449e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
396,0,0,0,0,0,0,0,7.5245089e-13,0.00100000005,0,0,0,0,0,0
397,0,0,1.40129846e-45,7.52464117e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52490572e-13,0.00100000005,0,0,0
399,0,0,0,0,0,1.40129846e-45,7.52503799e-13,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52530254e-13,0.00100000005
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1.40129846e-45,7.52569881e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,1.40129846e-45,7.52596336e-13,0.00100000005,0,0,0,0,0
404,0,0,0,1.40129846e-45,7.52609563e-13,0.00100000005,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52636018e-13,0.00100000005,0,0
406,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
407,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52675645e-13
408,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
409,0,1.40129846e-45,7.52715327e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,1.40129846e-45,7.52741782e-13,0.00100000005,0,0,0,0
411,0,0,0,0,1.40129846e-45,7.52755009e-13,0.00100000005,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52781463e-13,0.00100000005,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,7.52821145e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
415,0,0,0,0,0,0,0,7.528476e-13,0.00100000005,0,0,0,0,0,0
416,0,0,1.40129846e-45,7.52860827e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52887282e-13,0.00100000005,0,0,0
418,0,0,0,0,0,1.40129846e-45,7.52900509e-13,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.52926909e-13,0.00100000005
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1.40129846e-45,7.52966645e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,1.40129846e-45,7.529931e-13,0.00100000005,0,0,0,0,0
423,0,0,0,1.40129846e-45,7.53006327e-13,0.00100000005,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53032782e-13,0.00100000005,0,0
425,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
426,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53072463e-13
427,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
428,0,1.40129846e-45,7.53112145e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,1.40129846e-45,7.531386e-13,0.00100000005,0,0,0,0
430,0,0,0,0,1.40129846e-45,7.53151827e-13,0.00100000005,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53178281e-13,0.00100000005,0
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,7.53217963e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
434,0,0,0,0,0,0,0,7.53244472e-13,0.00100000005,0,0,0,0,0,0
435,0,0,1.40129846e-45,7.53257699e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53284154e-13,0.00100000005,0,0,0
437,0,0,0,0,0,1.40129846e-45,7.53297381e-13,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53323836e-13,0.00100000005
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1.40129846e-45,7.53363572e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,1.40129846e-45,7.53390026e-13,0.00100000005,0,0,0,0,0
442,0,0,0,1.40129846e-45,7.53403253e-13,0.00100000005,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53429708e-13,0.00100000005,0,0
444,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
445,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53469444e-13
446,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
447,0,1.40129846e-45,7.53509126e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,1.40129846e-45,7.53535634e-13,0.00100000005,0,0,0,0
449,0,0,0,0,1.40129846e-45,7.53548862e-13,0.00100000005,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53575316e-13,0.00100000005,0
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,7.53615052e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
453,0,0,0,0,0,0,0,7.53641507e-13,0.00100000005,0,0,0,0,0,0
454,0,0,1.40129846e-45,7.53654788e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53681243e-13,0.00100000005,0,0,0
456,0,0,0,0,0,1.40129846e-45,7.5369447e-13,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53720979e-13,0.00100000005
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,1.40129846e-45,7.53760715e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,1.40129846e-45,7.53787169e-13,0.00100000005,0,0,0,0,0
461,0,0,0,1.40129846e-45,7.53800397e-13,0.00100000005,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53826905e-13,0.00100000005,0,0
463,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
464,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53866641e-13
465,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
466,0,1.40129846e-45,7.53906377e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,1.40129846e-45,7.53932832e-13,0.00100000005,0,0,0,0
468,0,0,0,0,1.40129846e-45,7.53946113e-13,0.00100000005,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.53972568e-13,0.00100000005,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,7.54012304e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
472,0,0,0,0,0,0,0,7.54038813e-13,0.00100000005,0,0,0,0,0,0
473,0,0,1.40129846e-45,7.5405204e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54078549e-13,0.00100000005,0,0,0
475,0,0,0,0,0,1.40129846e-45,7.5409183e-13,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54118285e-13,0.00100000005
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,1.40129846e-45,7.54158021e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,1.40129846e-45,7.54184529e-13,0.00100000005,0,0,0,0,0
480,0,0,0,1.40129846e-45,7.54197811e-13,0.00100000005,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.5422432e-13,0.00100000005,0,0
482,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
483,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54264056e-13
484,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
485,0,1.40129846e-45,7.54303792e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,1.40129846e-45,7.543303e-13,0.00100000005,0,0,0,0
487,0,0,0,0,1.40129846e-45,7.54343528e-13,0.00100000005,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54370036e-13,0.00100000005,0
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,7.54409827e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
491,0,0,0,0,0,0,0,7.54436335e-13,0.00100000005,0,0,0,0,0,0
492,0,0,1.40129846e-45,7.54449563e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54476071e-13,0.00100000005,0,0,0
494,0,0,0,0,0,1.40129846e-45,7.54489353e-13,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54515862e-13,0.00100000005
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1.40129846e-45,7.54555598e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,1.40129846e-45,7.54582106e-13,0.00100000005,0,0,0,0,0
499,0,0,0,1.40129846e-45,7.54595388e-13,0.00100000005,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54621897e-13,0.00100000005,0,0
501,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
502,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54661687e-13
503,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
504,0,1.40129846e-45,7.54701423e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,1.40129846e-45,7.54727932e-13,0.00100000005,0,0,0,0
506,0,0,0,0,1.40129846e-45,7.54741213e-13,0.00100000005,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54767722e-13,0.00100000005,0
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,7.54807512e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
510,0,0,0,0,0,0,0,7.54834021e-13,0.00100000005,0,0,0,0,0,0
511,0,0,1.40129846e-45,7.54847302e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54873811e-13,0.00100000005,0,0,0
513,0,0,0,0,0,1.40129846e-45,7.54887093e-13,0,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.54913601e-13,0.00100000005
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1.40129846e-45,7.54953391e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,1.40129846e-45,7.549799e-13,0.00100000005,0,0,0,0,0
518,0,0,0,1.40129846e-45,7.54993182e-13,0.00100000005,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.5501969e-13,0.00100000005,0,0
520,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
521,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55059481e-13
522,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
523,0,1.40129846e-45,7.55099271e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,1.40129846e-45,7.55125834e-13,0.00100000005,0,0,0,0
525,0,0,0,0,1.40129846e-45,7.55139061e-13,0.00100000005,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55165624e-13,0.00100000005,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,7.55205414e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
529,0,0,0,0,0,0,0,7.55231923e-13,0.00100000005,0,0,0,0,0,0
530,0,0,1.40129846e-45,7.55245204e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55271767e-13,0.00100000005,0,0,0
532,0,0,0,0,0,1.40129846e-45,7.55284995e-13,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55311558e-13,0.00100000005
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1.40129846e-45,7.55351348e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,1.40129846e-45,7.55377911e-13,0.00100000005,0,0,0,0,0
537,0,0,0,1.40129846e-45,7.55391192e-13,0.00100000005,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55417701e-13,0.00100000005,0,0
539,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
540,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55457545e-13
541,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
542,0,1.40129846e-45,7.55497336e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0,0,1.40129846e-45,7.55523899e-13,0.00100000005,0,0,0,0
544,0,0,0,0,1.40129846e-45,7.5553718e-13,0.00100000005,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55563689e-13,0.00100000005,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,7.55603533e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
548,0,0,0,0,0,0,0,7.55630096e-13,0.00100000005,0,0,0,0,0,0
549,0,0,1.40129846e-45,7.55643324e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55669886e-13,0.00100000005,0,0,0
551,0,0,0,0,0,1.40129846e-45,7.55683168e-13,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55709731e-13,0.00100000005
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,1.40129846e-45,7.55749575e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,1.40129846e-45,7.55776084e-13,0.00100000005,0,0,0,0,0
556,0,0,0,1.40129846e-45,7.55789366e-13,0.00100000005,0,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55815929e-13,0.00100000005,0,0
558,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
559,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55855773e-13
560,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
561,0,1.40129846e-45,7.55895617e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,1.40129846e-45,7.5592218e-13,0.00100000005,0,0,0,0
563,0,0,0,0,1.40129846e-45,7.55935462e-13,0.00100000005,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.55962025e-13,0.00100000005,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,7.56001869e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
567,0,0,0,0,0,0,0,7.56028432e-13,0.00100000005,0,0,0,0,0,0
568,0,0,1.40129846e-45,7.56041714e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56068277e-13,0.00100000005,0,0,0
570,0,0,0,0,0,1.40129846e-45,7.56081558e-13,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56108121e-13,0.00100000005
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1.40129846e-45,7.56147965e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,1.40129846e-45,7.56174528e-13,0.00100000005,0,0,0,0,0
575,0,0,0,1.40129846e-45,7.5618781e-13,0.00100000005,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56214373e-13,0.00100000005,0,0
577,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
578,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56254217e-13
579,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
580,0,1.40129846e-45,7.56294062e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,1.40129846e-45,7.56320679e-13,0.00100000005,0,0,0,0
582,0,0,0,0,1.40129846e-45,7.5633396e-13,0.00100000005,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56360523e-13,0.00100000005,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,7.56400368e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
586,0,0,0,0,0,0,0,7.56426985e-13,0.00100000005,0,0,0,0,0,0
587,0,0,1.40129846e-45,7.56440266e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56466829e-13,0.00100000005,0,0,0
589,0,0,0,0,0,1.40129846e-45,7.56480111e-13,0,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.56506674e-13,0.00100000005
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,1.40129846e-45,7.56546572e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
